Datetime,TAVG
2/4/2016,34
2/5/2016,29
2/6/2016,33
2/7/2016,39
2/8/2016,39
2/9/2016,23
2/10/2016,17
2/11/2016,17
2/12/2016,22
2/13/2016,17
2/14/2016,15
2/15/2016,27
2/16/2016,34
2/17/2016,32
2/18/2016,34
2/19/2016,48
2/20/2016,59
2/21/2016,55
2/22/2016,42
2/23/2016,43
2/24/2016,49
2/25/2016,35
2/26/2016,33
2/27/2016,37
2/28/2016,51
2/29/2016,50
3/1/2016,45
3/2/2016,31
3/3/2016,32
3/4/2016,34
3/5/2016,34
3/6/2016,41
3/7/2016,51
3/8/2016,61
3/9/2016,61
3/10/2016,59
3/11/2016,52
3/12/2016,55
3/13/2016,61
3/14/2016,61
3/15/2016,61
3/16/2016,63
3/17/2016,54
3/18/2016,48
3/19/2016,45
3/20/2016,38
3/21/2016,40
3/22/2016,48
3/23/2016,58
3/24/2016,60
3/25/2016,44
3/26/2016,45
3/27/2016,58
3/28/2016,51
3/29/2016,47
3/30/2016,53
3/31/2016,62
4/1/2016,57
4/2/2016,46
4/3/2016,40
4/4/2016,55
4/5/2016,38
4/6/2016,48
4/7/2016,46
4/8/2016,38
4/9/2016,35
4/10/2016,41
4/11/2016,55
4/12/2016,44
4/13/2016,47
4/14/2016,53
4/15/2016,60
4/16/2016,66
4/17/2016,67
4/18/2016,69
4/19/2016,69
4/20/2016,68
4/21/2016,67
4/22/2016,59
4/23/2016,58
4/24/2016,59
4/25/2016,67
4/26/2016,71
4/27/2016,59
4/28/2016,65
4/29/2016,61
4/30/2016,57
5/1/2016,66
5/2/2016,62
5/3/2016,56
5/4/2016,52
5/5/2016,47
5/6/2016,58
5/7/2016,61
5/8/2016,54
5/9/2016,57
5/10/2016,62
5/11/2016,66
5/12/2016,68
5/13/2016,61
5/14/2016,53
5/15/2016,49
5/16/2016,49
5/17/2016,52
5/18/2016,56
5/19/2016,60
5/20/2016,60
5/21/2016,60
5/22/2016,62
5/23/2016,65
5/24/2016,66
5/25/2016,71
5/26/2016,71
5/27/2016,72
5/28/2016,75
5/29/2016,75
5/30/2016,75
5/31/2016,75
6/1/2016,76
6/2/2016,71
6/3/2016,72
6/4/2016,73
6/5/2016,72
6/6/2016,73
6/7/2016,70
6/8/2016,64
6/9/2016,66
6/10/2016,69
6/11/2016,78
6/12/2016,81
6/13/2016,75
6/14/2016,75
6/15/2016,75
6/16/2016,74
6/17/2016,74
6/18/2016,77
6/19/2016,76
6/20/2016,79
6/21/2016,80
6/22/2016,71
6/23/2016,79
6/24/2016,77
6/25/2016,78
6/26/2016,80
6/27/2016,82
6/28/2016,78
6/29/2016,68
6/30/2016,70
7/1/2016,73
7/2/2016,70
7/3/2016,67
7/4/2016,68
7/5/2016,76
7/6/2016,76
7/7/2016,75
7/8/2016,75
7/9/2016,76
7/10/2016,73
7/11/2016,76
7/12/2016,76
7/13/2016,79
7/14/2016,78
7/15/2016,75
7/16/2016,74
7/17/2016,77
7/18/2016,77
7/19/2016,77
7/20/2016,81
7/21/2016,80
7/22/2016,80
7/23/2016,81
7/24/2016,84
7/25/2016,84
7/26/2016,80
7/27/2016,80
7/28/2016,77
7/29/2016,78
7/30/2016,76
7/31/2016,78
8/1/2016,76
8/2/2016,79
8/3/2016,80
8/4/2016,80
8/5/2016,79
8/6/2016,79
8/7/2016,76
8/8/2016,76
8/9/2016,79
8/10/2016,80
8/11/2016,82
8/12/2016,82
8/13/2016,80
8/14/2016,77
8/15/2016,77
8/16/2016,76
8/17/2016,74
8/18/2016,76
8/19/2016,77
8/20/2016,75
8/21/2016,73
8/22/2016,69
8/23/2016,71
8/24/2016,75
8/25/2016,82
8/26/2016,81
8/27/2016,79
8/28/2016,80
8/29/2016,77
8/30/2016,80
8/31/2016,77
9/1/2016,73
9/2/2016,70
9/3/2016,71
9/4/2016,72
9/5/2016,76
9/6/2016,78
9/7/2016,79
9/8/2016,80
9/9/2016,77
9/10/2016,77
9/11/2016,67
9/12/2016,69
9/13/2016,70
9/14/2016,71
9/15/2016,72
9/16/2016,74
9/17/2016,73
9/18/2016,75
9/19/2016,74
9/20/2016,73
9/21/2016,74
9/22/2016,75
9/23/2016,77
9/24/2016,75
9/25/2016,75
9/26/2016,67
9/27/2016,60
9/28/2016,59
9/29/2016,56
9/30/2016,61
10/1/2016,59
10/2/2016,64
10/3/2016,62
10/4/2016,66
10/5/2016,70
10/6/2016,72
10/7/2016,69
10/8/2016,63
10/9/2016,56
10/10/2016,57
10/11/2016,60
10/12/2016,63
10/13/2016,61
10/14/2016,54
10/15/2016,63
10/16/2016,69
10/17/2016,71
10/18/2016,75
10/19/2016,74
10/20/2016,64
10/21/2016,53
10/22/2016,49
10/23/2016,54
10/24/2016,59
10/25/2016,50
10/26/2016,53
10/27/2016,60
10/28/2016,52
10/29/2016,63
10/30/2016,68
10/31/2016,56
11/1/2016,65
11/2/2016,67
11/3/2016,67
11/4/2016,51
11/5/2016,47
11/6/2016,51
11/7/2016,55
11/8/2016,52
11/9/2016,49
11/10/2016,44
11/11/2016,51
11/12/2016,43
11/13/2016,40
11/14/2016,42
11/15/2016,45
11/16/2016,48
11/17/2016,55
11/18/2016,62
11/19/2016,46
11/20/2016,33
11/21/2016,35
11/22/2016,34
11/23/2016,43
11/24/2016,48
11/25/2016,40
11/26/2016,41
11/27/2016,37
11/28/2016,47
11/29/2016,54
11/30/2016,56
12/1/2016,42
12/2/2016,36
12/3/2016,38
12/4/2016,39
12/5/2016,40
12/6/2016,40
12/7/2016,35
12/8/2016,30
12/9/2016,23
12/10/2016,23
12/11/2016,33
12/12/2016,40
12/13/2016,31
12/14/2016,24
12/15/2016,14
12/16/2016,17
12/17/2016,45
12/18/2016,30
12/19/2016,18
12/20/2016,22
12/21/2016,30
12/22/2016,36
12/23/2016,32
12/24/2016,43
12/25/2016,42
12/26/2016,58
12/27/2016,45
12/28/2016,35
12/29/2016,41
12/30/2016,34
12/31/2016,36
1/1/2017,38
1/2/2017,46
1/3/2017,55
1/4/2017,34
1/5/2017,20
1/6/2017,12
1/7/2017,8
1/8/2017,13
1/9/2017,22
1/10/2017,40
1/11/2017,46
1/12/2017,61
1/13/2017,36
1/14/2017,34
1/15/2017,35
1/16/2017,41
1/17/2017,56
1/18/2017,41
1/19/2017,42
1/20/2017,53
1/21/2017,55
1/22/2017,54
1/23/2017,51
1/24/2017,42
1/25/2017,44
1/26/2017,39
1/27/2017,31
1/28/2017,30
1/29/2017,31
1/30/2017,27
1/31/2017,40
2/1/2017,41
2/2/2017,33
2/3/2017,26
2/4/2017,22
2/5/2017,40
2/6/2017,42
2/7/2017,57
2/8/2017,46
2/9/2017,27
2/10/2017,27
2/11/2017,55
2/12/2017,57
2/13/2017,38
2/14/2017,41
2/15/2017,41
2/16/2017,33
2/17/2017,48
2/18/2017,53
2/19/2017,51
2/20/2017,47
2/21/2017,58
2/22/2017,58
2/23/2017,62
2/24/2017,65
2/25/2017,44
2/26/2017,32
2/27/2017,43
2/28/2017,48
3/1/2017,59
3/2/2017,40
3/3/2017,33
3/4/2017,32
3/5/2017,43
3/6/2017,55
3/7/2017,57
3/8/2017,48
3/9/2017,52
3/10/2017,42
3/11/2017,29
3/12/2017,29
3/13/2017,33
3/14/2017,27
3/15/2017,24
3/16/2017,29
3/17/2017,35
3/18/2017,43
3/19/2017,40
3/20/2017,42
3/21/2017,51
3/22/2017,39
3/23/2017,40
3/24/2017,60
3/25/2017,66
3/26/2017,62
3/27/2017,56
3/28/2017,57
3/29/2017,52
3/30/2017,61
3/31/2017,57
4/1/2017,44
4/2/2017,48
4/3/2017,60
4/4/2017,60
4/5/2017,58
4/6/2017,49
4/7/2017,43
4/8/2017,47
4/9/2017,58
4/10/2017,68
4/11/2017,64
4/12/2017,58
4/13/2017,62
4/14/2017,67
4/15/2017,71
4/16/2017,70
4/17/2017,64
4/18/2017,63
4/19/2017,69
4/20/2017,71
4/21/2017,60
4/22/2017,51
4/23/2017,52
4/24/2017,60
4/25/2017,63
4/26/2017,68
4/27/2017,66
4/28/2017,58
4/29/2017,68
4/30/2017,74
5/1/2017,65
5/2/2017,55
5/3/2017,52
5/4/2017,53
5/5/2017,51
5/6/2017,49
5/7/2017,50
5/8/2017,51
5/9/2017,55
5/10/2017,63
5/11/2017,68
5/12/2017,58
5/13/2017,60
5/14/2017,68
5/15/2017,70
5/16/2017,73
5/17/2017,74
5/18/2017,76
5/19/2017,73
5/20/2017,68
5/21/2017,69
5/22/2017,62
5/23/2017,63
5/24/2017,64
5/25/2017,59
5/26/2017,64
5/27/2017,74
5/28/2017,69
5/29/2017,69
5/30/2017,71
5/31/2017,68
6/1/2017,68
6/2/2017,68
6/3/2017,72
6/4/2017,73
6/5/2017,74
6/6/2017,68
6/7/2017,64
6/8/2017,64
6/9/2017,67
6/10/2017,72
6/11/2017,75
6/12/2017,78
6/13/2017,77
6/14/2017,73
6/15/2017,75
6/16/2017,77
6/17/2017,78
6/18/2017,77
6/19/2017,73
6/20/2017,73
6/21/2017,75
6/22/2017,75
6/23/2017,73
6/24/2017,70
6/25/2017,67
6/26/2017,65
6/27/2017,64
6/28/2017,67
6/29/2017,74
6/30/2017,77
7/1/2017,75
7/2/2017,76
7/3/2017,76
7/4/2017,77
7/5/2017,77
7/6/2017,74
7/7/2017,74
7/8/2017,71
7/9/2017,71
7/10/2017,76
7/11/2017,75
7/12/2017,78
7/13/2017,80
7/14/2017,79
7/15/2017,73
7/16/2017,74
7/17/2017,77
7/18/2017,80
7/19/2017,79
7/20/2017,79
7/21/2017,81
7/22/2017,81
7/23/2017,76
7/24/2017,76
7/25/2017,73
7/26/2017,73
7/27/2017,78
7/28/2017,76
7/29/2017,71
7/30/2017,72
7/31/2017,76
8/1/2017,76
8/2/2017,73
8/3/2017,73
8/4/2017,73
8/5/2017,65
8/6/2017,68
8/7/2017,68
8/8/2017,70
8/9/2017,70
8/10/2017,73
8/11/2017,72
8/12/2017,74
8/13/2017,72
8/14/2017,73
8/15/2017,76
8/16/2017,79
8/17/2017,79
8/18/2017,77
8/19/2017,76
8/20/2017,78
8/21/2017,80
8/22/2017,78
8/23/2017,72
8/24/2017,69
8/25/2017,68
8/26/2017,68
8/27/2017,69
8/28/2017,71
8/29/2017,69
8/30/2017,69
8/31/2017,72
9/1/2017,62
9/2/2017,57
9/3/2017,65
9/4/2017,71
9/5/2017,72
9/6/2017,59
9/7/2017,56
9/8/2017,61
9/9/2017,65
9/10/2017,63
9/11/2017,63
9/12/2017,63
9/13/2017,63
9/14/2017,63
9/15/2017,66
9/16/2017,70
9/17/2017,72
9/18/2017,73
9/19/2017,72
9/20/2017,72
9/21/2017,76
9/22/2017,78
9/23/2017,77
9/24/2017,77
9/25/2017,75
9/26/2017,76
9/27/2017,75
9/28/2017,66
9/29/2017,63
9/30/2017,62
10/1/2017,59
10/2/2017,64
10/3/2017,68
10/4/2017,70
10/5/2017,68
10/6/2017,71
10/7/2017,73
10/8/2017,67
10/9/2017,70
10/10/2017,67
10/11/2017,66
10/12/2017,60
10/13/2017,62
10/14/2017,66
10/15/2017,69
10/16/2017,53
10/17/2017,50
10/18/2017,54
10/19/2017,57
10/20/2017,60
10/21/2017,62
10/22/2017,64
10/23/2017,64
10/24/2017,50
10/25/2017,46
10/26/2017,44
10/27/2017,54
10/28/2017,38
10/29/2017,38
10/30/2017,38
10/31/2017,40
11/1/2017,40
11/2/2017,60
11/3/2017,60
11/4/2017,51
11/5/2017,66
11/6/2017,56
11/7/2017,46
11/8/2017,45
11/9/2017,43
11/10/2017,35
11/11/2017,31
11/12/2017,42
11/13/2017,42
11/14/2017,43
11/15/2017,41
11/16/2017,41
11/17/2017,39
11/18/2017,56
11/19/2017,39
11/20/2017,33
11/21/2017,43
11/22/2017,37
11/23/2017,33
11/24/2017,39
11/25/2017,51
11/26/2017,41
11/27/2017,43
11/28/2017,51
11/29/2017,53
11/30/2017,47
12/1/2017,41
12/2/2017,42
12/3/2017,41
12/4/2017,49
12/5/2017,51
12/6/2017,34
12/7/2017,32
12/8/2017,23
12/9/2017,24
12/10/2017,28
12/11/2017,33
12/12/2017,34
12/13/2017,24
12/14/2017,32
12/15/2017,26
12/16/2017,37
12/17/2017,41
12/18/2017,43
12/19/2017,46
12/20/2017,43
12/21/2017,39
12/22/2017,53
12/23/2017,43
12/24/2017,34
12/25/2017,23
12/26/2017,22
12/27/2017,11
12/28/2017,13
12/29/2017,20
12/30/2017,20
12/31/2017,9
1/1/2018,6
1/2/2018,3
1/3/2018,12
1/4/2018,14
1/5/2018,7
1/6/2018,7
1/7/2018,17
1/8/2018,35
1/9/2018,35
1/10/2018,45
1/11/2018,56
1/12/2018,44
1/13/2018,18
1/14/2018,15
1/15/2018,21
1/16/2018,13
1/17/2018,11
1/18/2018,17
1/19/2018,27
1/20/2018,39
1/21/2018,49
1/22/2018,54
1/23/2018,44
1/24/2018,32
1/25/2018,30
1/26/2018,42
1/27/2018,48
1/28/2018,42
1/29/2018,34
1/30/2018,28
1/31/2018,35
2/1/2018,43
2/2/2018,20
2/3/2018,22
2/4/2018,36
2/5/2018,22
2/6/2018,28
2/7/2018,29
2/8/2018,24
2/9/2018,35
2/10/2018,42
2/11/2018,34
2/12/2018,30
2/13/2018,32
2/14/2018,47
2/15/2018,61
2/16/2018,52
2/17/2018,34
2/18/2018,37
2/19/2018,56
2/20/2018,68
2/21/2018,59
2/22/2018,42
2/23/2018,52
2/24/2018,52
2/25/2018,51
2/26/2018,44
2/27/2018,47
2/28/2018,52
3/1/2018,53
3/2/2018,40
3/3/2018,39
3/4/2018,39
3/5/2018,39
3/6/2018,46
3/7/2018,36
3/8/2018,30
3/9/2018,32
3/10/2018,39
3/11/2018,38
3/12/2018,36
3/13/2018,32
3/14/2018,30
3/15/2018,42
3/16/2018,37
3/17/2018,38
3/18/2018,43
3/19/2018,49
3/20/2018,39
3/21/2018,31
3/22/2018,32
3/23/2018,37
3/24/2018,35
3/25/2018,36
3/26/2018,44
3/27/2018,53
3/28/2018,55
3/29/2018,57
3/30/2018,44
3/31/2018,44
4/1/2018,46
4/2/2018,37
4/3/2018,55
4/4/2018,44
4/5/2018,36
4/6/2018,48
4/7/2018,34
4/8/2018,35
4/9/2018,37
4/10/2018,40
4/11/2018,43
4/12/2018,63
4/13/2018,71
4/14/2018,66
4/15/2018,57
4/16/2018,38
4/17/2018,38
4/18/2018,49
4/19/2018,46
4/20/2018,47
4/21/2018,51
4/22/2018,56
4/23/2018,56
4/24/2018,54
4/25/2018,56
4/26/2018,55
4/27/2018,58
4/28/2018,52
4/29/2018,46
4/30/2018,53
5/1/2018,63
5/2/2018,70
5/3/2018,73
5/4/2018,72
5/5/2018,63
5/6/2018,63
5/7/2018,62
5/8/2018,64
5/9/2018,66
5/10/2018,73
5/11/2018,74
5/12/2018,75
5/13/2018,76
5/14/2018,78
5/15/2018,78
5/16/2018,72
5/17/2018,71
5/18/2018,71
5/19/2018,70
5/20/2018,74
5/21/2018,74
5/22/2018,73
5/23/2018,72
5/24/2018,72
5/25/2018,73
5/26/2018,74
5/27/2018,75
5/28/2018,78
5/29/2018,78
5/30/2018,78
5/31/2018,74
6/1/2018,71
6/2/2018,74
6/3/2018,76
6/4/2018,69
6/5/2018,68
6/6/2018,69
6/7/2018,70
6/8/2018,78
6/9/2018,75
6/10/2018,72
6/11/2018,71
6/12/2018,73
6/13/2018,75
6/14/2018,74
6/15/2018,77
6/16/2018,79
6/17/2018,83
6/18/2018,84
6/19/2018,84
6/20/2018,80
6/21/2018,75
6/22/2018,73
6/23/2018,71
6/24/2018,74
6/25/2018,74
6/26/2018,71
6/27/2018,74
6/28/2018,77
6/29/2018,80
6/30/2018,81
7/1/2018,83
7/2/2018,79
7/3/2018,79
7/4/2018,83
7/5/2018,85
7/6/2018,78
7/7/2018,73
7/8/2018,76
7/9/2018,81
7/10/2018,82
7/11/2018,80
7/12/2018,78
7/13/2018,79
7/14/2018,81
7/15/2018,80
7/16/2018,78
7/17/2018,80
7/18/2018,77
7/19/2018,77
7/20/2018,71
7/21/2018,68
7/22/2018,72
7/23/2018,72
7/24/2018,73
7/25/2018,75
7/26/2018,76
7/27/2018,74
7/28/2018,71
7/29/2018,72
7/30/2018,74
7/31/2018,74
8/1/2018,71
8/2/2018,72
8/3/2018,75
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
